bundle,source_data_file,column,description,unit_or_scale,definition_status,producer_path
computational_application_case,candidate_screening_trajectory_608.csv,viscosity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,viscosity_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,transport_favorability_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,transport_favorability_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,volumetric_heat_capacity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,volumetric_heat_capacity_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,thermal_diffusivity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,thermal_diffusivity_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,thermal_timescale_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,thermal_timescale_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,surface_tension_reference_envelope_deviation_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,surface_tension_reference_envelope_deviation_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,density_range,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,ElectricalConductivity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,ElectricalConductivity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,ElectricalConductivity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,ElectricalConductivity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,Viscosity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,Viscosity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,Viscosity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,Viscosity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,transport_favorability_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,transport_favorability_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,transport_favorability_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,transport_favorability_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,volumetric_heat_capacity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,volumetric_heat_capacity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,volumetric_heat_capacity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,volumetric_heat_capacity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,thermal_diffusivity_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,thermal_diffusivity_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,thermal_diffusivity_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,thermal_diffusivity_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,simplified_thermal_diffusion_timescale_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,simplified_thermal_diffusion_timescale_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,simplified_thermal_diffusion_timescale_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,simplified_thermal_diffusion_timescale_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,surface_tension_reference_envelope_deviation_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,surface_tension_reference_envelope_deviation_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,surface_tension_reference_envelope_deviation_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,surface_tension_reference_envelope_deviation_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,Density_mean,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,Density_slope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,Density_relative_change,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,Density_coefficient_of_variation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,curve_warning_count,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,severe_curve_failure_count,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,temperature_point_count_y,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,low_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,reference_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,high_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,electrolyte_resistance_ohm_at_low_temperature,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,electrolyte_resistance_ohm_at_reference_temperature,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,electrolyte_resistance_ohm_at_high_temperature,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,low_temperature_resistance_ratio_to_reference,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,high_temperature_resistance_ratio_to_reference,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,high_to_low_temperature_resistance_ratio,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,low_temperature_resistance_retention_pct,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,high_temperature_resistance_retention_pct,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,low_temperature_conductivity_retention_pct,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,high_temperature_conductivity_retention_pct,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,electrolyte_resistance_ohm_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,electrolyte_resistance_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,joule_heating_power_W_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,joule_heating_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,steady_state_temperature_rise_K_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,steady_state_temperature_rise_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,transient_temperature_rise_K_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,transient_temperature_rise_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,reference_cell_exceedance_index_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,reference_cell_exceedance_band_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,reference_cell_exceedance_index_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,reference_cell_exceedance_component_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,reference_cell_exceedance_index_at_band_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,reference_cell_exceedance_band_worst_temperature_K,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,reference_cell_exceedance_band_component_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,scenario_interpretation,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,AD_status,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,AD_reason,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,descriptor_knn_distance,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,descriptor_distance_percentile,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_structure,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_inference,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_curve_quality,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_AD,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_conductivity,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_viscosity,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_heat_capacity,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_thermal_diffusivity,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,pass_surface_tension_reference_envelope,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,final_feasible,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,candidate_screening_trajectory_608.csv,failure_reasons,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,chemical_identity_audit_old_unseen_pool.csv,old_canonical_pair_key,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,chemical_identity_audit_old_unseen_pool.csv,il_smiles,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,chemical_identity_audit_old_unseen_pool.csv,chemical_identity_key,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,chemical_identity_audit_old_unseen_pool.csv,identity_status,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,chemical_identity_audit_old_unseen_pool.csv,matched_benchmark_IL_names,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,chemical_identity_audit_old_unseen_pool.csv,identity_error,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,candidate_id,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,protocol,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,formal_primary_protocol,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,hard_feasible,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,pareto_rank,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,protocol_rank_order,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,protocol_decision_distance,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,protocol_top8,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,decision_code,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,decision_label,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,failure_reasons,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,property_threshold_source,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,cross_protocol_decision_matrix.csv,applicability_domain_split,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,priority_order,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,candidate_id,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,qualification_role,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,cation_smiles,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,anion_smiles,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,AD_status,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,Pareto_rank,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,conductivity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,viscosity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,volumetric_heat_capacity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,thermal_diffusivity_worst,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,selection_criterion,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,selection_criterion_value,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,balanced_distance,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,transport_distance,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,thermal_management_distance,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
computational_application_case,downstream_qualification_priorities.csv,cross_protocol_eligible,Column retained verbatim from the producer source table.,As reported in the source table.,producer-defined,experiments/computational_application_case/scripts/build_auditable_evidence.py
