sample_id,IL_Name,IL_SMILES,Temperature_K,Pressure_kPa,property,y_true,y_pred,absolute_error,split,split_strategy,split_short,panel,panel_title,plot_included
4900,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,,SurfaceTension,0.035800003,0.03529078,0.0005092211,test,Random point,Point,E,Surface tension multi-split parity plot,True
3515,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,298.12,,SurfaceTension,0.035200004,0.034666948,0.0005330555,test,Random point,Point,E,Surface tension multi-split parity plot,True
1086,1-decyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,303.14,,SurfaceTension,0.029860001,0.029770602,8.939952e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
3587,1-butyl-3-methylimidazolium chloride,CCCC[n+]1ccn(C)c1.[Cl-],318.04,,SurfaceTension,0.049699992,0.04756503,0.0021349601,test,Random point,Point,E,Surface tension multi-split parity plot,True
4974,1-(4-methoxybutyl)-3-methylimidazolium glycinate,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],298.15,,SurfaceTension,0.045299996,0.04509815,0.0002018474,test,Random point,Point,E,Surface tension multi-split parity plot,True
3943,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,,SurfaceTension,0.033550005,0.03296949,0.0005805157,test,Random point,Point,E,Surface tension multi-split parity plot,True
4316,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,,SurfaceTension,0.023100002,0.026329588,0.0032295864,test,Random point,Point,E,Surface tension multi-split parity plot,True
2637,1-butyl-3-methylpyridinium hexafluorophosphate,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,338.24,,SurfaceTension,0.042240005,0.04210304,0.00013696402,test,Random point,Point,E,Surface tension multi-split parity plot,True
3998,1-propyl-3-methylimidazolium DL-threoninate,CCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],308.15,,SurfaceTension,0.0401,0.039852466,0.00024753436,test,Random point,Point,E,Surface tension multi-split parity plot,True
3591,1-butyl-3-methylimidazolium chloride,CCCC[n+]1ccn(C)c1.[Cl-],328.0,,SurfaceTension,0.046299998,0.04722387,0.000923872,test,Random point,Point,E,Surface tension multi-split parity plot,True
5512,1-(2-ethoxyethyl)-3-methylimidazolium threonine,N[C@@H]([C@H](O)C)C(=O)O.C(C)OCCN1C=[N+](C=C1)C,318.15,,SurfaceTension,0.049099997,0.04888995,0.00021004677,test,Random point,Point,E,Surface tension multi-split parity plot,True
4048,3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],308.15,,SurfaceTension,0.048699994,0.048713397,1.34035945e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
189,1-butyl-3-methylimidazolium octylsulfate,C(CCCCCCC)OS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,298.15,,SurfaceTension,0.027539998,0.031712256,0.004172258,test,Random point,Point,E,Surface tension multi-split parity plot,True
2073,1-hexyl-3-methyl-1H-imidazolium bromide,CCCCCC[n+]1ccn(C)c1.[Br-],360.23,,SurfaceTension,0.036959995,0.03715617,0.00019617379,test,Random point,Point,E,Surface tension multi-split parity plot,True
3732,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,327.98,,SurfaceTension,0.031019999,0.030896746,0.00012325309,test,Random point,Point,E,Surface tension multi-split parity plot,True
1628,1-methyl-3-octylimidazolium bromide,CCCCCCCCn1cc[n+](C)c1.[Br-],318.36,,SurfaceTension,0.031990003,0.032296203,0.00030620024,test,Random point,Point,E,Surface tension multi-split parity plot,True
3022,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,335.61,,SurfaceTension,0.045399994,0.042273637,0.0031263568,test,Random point,Point,E,Surface tension multi-split parity plot,True
1433,1-methyl-3-octyl-1H-imidazol-3-ium L-serinate,CCCCCCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],343.15,,SurfaceTension,0.030009998,0.03029992,0.00028992258,test,Random point,Point,E,Surface tension multi-split parity plot,True
3915,4-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.8,,SurfaceTension,0.033200003,0.03360625,0.00040624663,test,Random point,Point,E,Surface tension multi-split parity plot,True
985,1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,354.0,,SurfaceTension,0.0237,0.02470317,0.0010031685,test,Random point,Point,E,Surface tension multi-split parity plot,True
2325,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.7,,SurfaceTension,0.027199998,0.028077729,0.00087773055,test,Random point,Point,E,Surface tension multi-split parity plot,True
2072,1-hexyl-3-methyl-1H-imidazolium bromide,CCCCCC[n+]1ccn(C)c1.[Br-],348.66,,SurfaceTension,0.03751,0.037696663,0.00018666312,test,Random point,Point,E,Surface tension multi-split parity plot,True
503,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,,SurfaceTension,0.032720003,0.03324669,0.00052668527,test,Random point,Point,E,Surface tension multi-split parity plot,True
4989,3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,,SurfaceTension,0.03371,0.03291666,0.0007933378,test,Random point,Point,E,Surface tension multi-split parity plot,True
4936,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,303.15,,SurfaceTension,0.034599997,0.03488134,0.00028134137,test,Random point,Point,E,Surface tension multi-split parity plot,True
5326,"1,3-dimethylimidazolium tetracyanoborate",Cn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,293.24,,SurfaceTension,0.034739997,0.034490585,0.0002494119,test,Random point,Point,E,Surface tension multi-split parity plot,True
4811,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,296.6,,SurfaceTension,0.0392,0.041214176,0.002014175,test,Random point,Point,E,Surface tension multi-split parity plot,True
2630,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,303.15,,SurfaceTension,0.044919997,0.04486537,5.4627657e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
5496,1-(3-hydroxypropyl)pyridinium tricyanomethanide,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,328.15,,SurfaceTension,0.049899995,0.051505897,0.0016059019,test,Random point,Point,E,Surface tension multi-split parity plot,True
5439,1-methylimidazolium chloride,Cn1cc[nH+]c1.[Cl-],348.11,,SurfaceTension,0.06578,0.06523881,0.0005411878,test,Random point,Point,E,Surface tension multi-split parity plot,True
1891,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,348.0,,SurfaceTension,0.039799996,0.03644733,0.0033526644,test,Random point,Point,E,Surface tension multi-split parity plot,True
2579,1-butyl-4-methylpyridinium tricyanomethanide,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,344.17,,SurfaceTension,0.04537,0.04577778,0.00040777773,test,Random point,Point,E,Surface tension multi-split parity plot,True
2878,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,323.2,,SurfaceTension,0.042600006,0.04277943,0.00017942488,test,Random point,Point,E,Surface tension multi-split parity plot,True
3495,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,413.6,,SurfaceTension,0.025600001,0.026165113,0.00056511164,test,Random point,Point,E,Surface tension multi-split parity plot,True
3517,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,303.09,,SurfaceTension,0.035090003,0.03452052,0.0005694814,test,Random point,Point,E,Surface tension multi-split parity plot,True
2883,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,331.45,,SurfaceTension,0.042269997,0.042122524,0.00014747307,test,Random point,Point,E,Surface tension multi-split parity plot,True
5035,1-(methoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,,SurfaceTension,0.037189998,0.037740204,0.00055020675,test,Random point,Point,E,Surface tension multi-split parity plot,True
3628,1-butyl-3-methylimidazolium iodide,CCCC[n+]1ccn(C)c1.[I-],317.93,,SurfaceTension,0.04893,0.049317952,0.00038795173,test,Random point,Point,E,Surface tension multi-split parity plot,True
2064,1-hexyl-3-methyl-1H-imidazolium bromide,CCCCCC[n+]1ccn(C)c1.[Br-],318.16,,SurfaceTension,0.039284997,0.039509308,0.0002243109,test,Random point,Point,E,Surface tension multi-split parity plot,True
2923,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,393.0,,SurfaceTension,0.038199995,0.038701512,0.0005015172,test,Random point,Point,E,Surface tension multi-split parity plot,True
1203,1-nonyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,352.81,,SurfaceTension,0.029979998,0.030444006,0.00046400726,test,Random point,Point,E,Surface tension multi-split parity plot,True
4039,1-methyl-3-propylimidazolium hexafluorophosphate,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,318.39,,SurfaceTension,0.046749994,0.046220973,0.000529021,test,Random point,Point,E,Surface tension multi-split parity plot,True
2547,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,293.15,,SurfaceTension,0.045820005,0.045601264,0.0002187416,test,Random point,Point,E,Surface tension multi-split parity plot,True
5284,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,322.69,,SurfaceTension,0.03748,0.0375637,8.369982e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
4979,1-(4-methoxybutyl)-3-methylimidazolium chloride,COCCCC[n+]1ccn(C)c1.[Cl-],318.15,,SurfaceTension,0.0411,0.041737933,0.0006379336,test,Random point,Point,E,Surface tension multi-split parity plot,True
4823,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,313.31,,SurfaceTension,0.039750002,0.040808186,0.0010581836,test,Random point,Point,E,Surface tension multi-split parity plot,True
1500,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,298.15,,SurfaceTension,0.032019995,0.031936534,8.3461404e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
5092,1-butyl-3-methylimidazolium methylsulfate,COS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,331.45,,SurfaceTension,0.0413,0.040700894,0.0005991049,test,Random point,Point,E,Surface tension multi-split parity plot,True
3988,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.21,,SurfaceTension,0.034630004,0.034477465,0.00015253946,test,Random point,Point,E,Surface tension multi-split parity plot,True
1143,1-decyl-3-methylimidazolium chloride,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],338.37,,SurfaceTension,0.025539998,0.026154691,0.0006146934,test,Random point,Point,E,Surface tension multi-split parity plot,True
2754,1-butylpyridinium nitrate,CCCC[n+]1ccccc1.O=[N+]([O-])[O-],303.15,,SurfaceTension,0.05120999,0.05152768,0.00031768903,test,Random point,Point,E,Surface tension multi-split parity plot,True
4896,1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,CC[n+]1ccn(CCOC)c1.N#C[N-]C#N,318.15,,SurfaceTension,0.043399997,0.044008322,0.000608325,test,Random point,Point,E,Surface tension multi-split parity plot,True
4837,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,348.38,,SurfaceTension,0.038650002,0.038833987,0.00018398464,test,Random point,Point,E,Surface tension multi-split parity plot,True
1308,N-octyl-3-methylpyridinium tetrafluoroborate,CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,285.65,,SurfaceTension,0.0383,0.03800568,0.00029432029,test,Random point,Point,E,Surface tension multi-split parity plot,True
3496,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,414.4,,SurfaceTension,0.027199998,0.026133459,0.0010665394,test,Random point,Point,E,Surface tension multi-split parity plot,True
2075,1-hexyl-3-methylimidazolium chloride,CCCCCC[n+]1ccn(C)c1.[Cl-],308.0,,SurfaceTension,0.041199997,0.039940864,0.0012591332,test,Random point,Point,E,Surface tension multi-split parity plot,True
2146,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,312.96,,SurfaceTension,0.031049997,0.030857917,0.0001920797,test,Random point,Point,E,Surface tension multi-split parity plot,True
911,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,278.33,,SurfaceTension,0.031179996,0.03155302,0.00037302263,test,Random point,Point,E,Surface tension multi-split parity plot,True
3723,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,307.96,,SurfaceTension,0.032180004,0.0319701,0.0002099052,test,Random point,Point,E,Surface tension multi-split parity plot,True
2535,tributyl(2-(methylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,CCCC[P+](CCCC)(CCCC)CCSC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.0,,SurfaceTension,0.0311,0.030553136,0.0005468633,test,Random point,Point,E,Surface tension multi-split parity plot,True
2557,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,331.55,,SurfaceTension,0.042999998,0.04255268,0.00044731796,test,Random point,Point,E,Surface tension multi-split parity plot,True
615,2-methylbutylammonium formate,CCC(C)C[NH3+].O=C[O-],300.1,,SurfaceTension,0.030799996,0.030959334,0.00015933812,test,Random point,Point,E,Surface tension multi-split parity plot,True
2293,1-methyl-3-pentyl-imidazolium tetrafluoroborate,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F,358.37,,SurfaceTension,0.03787,0.038500596,0.0006305948,test,Random point,Point,E,Surface tension multi-split parity plot,True
3653,"1-butyl-2,3-dimethylimidazolium glycinate",CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],288.15,,SurfaceTension,0.051199995,0.050295264,0.00090473145,test,Random point,Point,E,Surface tension multi-split parity plot,True
4260,"N-ethyl-N,N-dimethyl-2-methoxyethylammonium bis(trifluoromethylsulfonyl)imide",CC[N+](C)(C)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,,SurfaceTension,0.04346,0.044059373,0.00059937313,test,Random point,Point,E,Surface tension multi-split parity plot,True
1016,1-dodecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,338.0,,SurfaceTension,0.025539998,0.025527764,1.2233853e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
929,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.34,,SurfaceTension,0.026920002,0.026969332,4.9330294e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
5265,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V),C[n+]1ccn(CCCN)c1.F[P-](F)(F)(F)(F)F,298.15,,SurfaceTension,0.050839994,0.050846618,6.623566e-06,test,Random point,Point,E,Surface tension multi-split parity plot,True
4203,1-(ethoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,CCOC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,,SurfaceTension,0.034179993,0.034944206,0.0007642135,test,Random point,Point,E,Surface tension multi-split parity plot,True
5283,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.19,,SurfaceTension,0.038080003,0.03811639,3.6388636e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
4579,1-ethyl-3-methylimidazolium dicyanamide,CC[n+]1ccn(C)c1.N#C[N-]C#N,313.2,,SurfaceTension,0.0548,0.057989057,0.003189057,test,Random point,Point,E,Surface tension multi-split parity plot,True
380,1-ethyl-3-methylimidazolium acetate,CC(=O)[O-].CC[n+]1ccn(C)c1,288.15,,SurfaceTension,0.04769999,0.045886833,0.0018131584,test,Random point,Point,E,Surface tension multi-split parity plot,True
5609,1-butyl-3-methylimidazolium hydrogensulfate,S(=O)(=O)(O)[O-].C(CCC)N1C=[N+](C=C1)C,343.15,,SurfaceTension,0.038455,0.039255742,0.0008007437,test,Random point,Point,E,Surface tension multi-split parity plot,True
257,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,328.15,,SurfaceTension,0.030299999,0.030947598,0.0006475989,test,Random point,Point,E,Surface tension multi-split parity plot,True
5037,1-(methoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,,SurfaceTension,0.035700005,0.035863448,0.00016344339,test,Random point,Point,E,Surface tension multi-split parity plot,True
4461,1-ethyl-3-methylimidazolium tetrafluoroborate,CC[n+]1ccn(C)c1.F[B-](F)(F)F,343.18,,SurfaceTension,0.051109996,0.049939394,0.0011706017,test,Random point,Point,E,Surface tension multi-split parity plot,True
1113,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,,SurfaceTension,0.02968,0.029352749,0.00032725185,test,Random point,Point,E,Surface tension multi-split parity plot,True
1803,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.65,,SurfaceTension,0.03192,0.032123875,0.00020387396,test,Random point,Point,E,Surface tension multi-split parity plot,True
2627,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,295.65,,SurfaceTension,0.04497,0.045351934,0.0003819354,test,Random point,Point,E,Surface tension multi-split parity plot,True
1122,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,,SurfaceTension,0.027790003,0.027048182,0.0007418208,test,Random point,Point,E,Surface tension multi-split parity plot,True
1905,1-hexyl-3-methylimidazolium tetracyanoborate,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,303.27,,SurfaceTension,0.0404,0.040705487,0.0003054887,test,Random point,Point,E,Surface tension multi-split parity plot,True
2777,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,,SurfaceTension,0.036299996,0.036367673,6.767735e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
5075,1-butyl-3-methylimidazolium methylsulfate,COS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,293.15,,SurfaceTension,0.0448,0.04395594,0.00084405765,test,Random point,Point,E,Surface tension multi-split parity plot,True
366,1-propyl-3-methylimidazolium acetate,CC(=O)[O-].CCC[n+]1ccn(C)c1,338.15,,SurfaceTension,0.033400003,0.033846296,0.0004462935,test,Random point,Point,E,Surface tension multi-split parity plot,True
3482,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,,SurfaceTension,0.030959995,0.030466622,0.0004933737,test,Random point,Point,E,Surface tension multi-split parity plot,True
1733,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.0,,SurfaceTension,0.032099996,0.03236628,0.00026628375,test,Random point,Point,E,Surface tension multi-split parity plot,True
3976,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,310.65,,SurfaceTension,0.036089998,0.0360024,8.7596476e-05,test,Random point,Point,E,Surface tension multi-split parity plot,True
2372,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,309.93,,SurfaceTension,0.037700005,0.03281571,0.004884295,test,Random point,Point,E,Surface tension multi-split parity plot,True
1221,1-methyl-3-nonylimidazolium bromide,CCCCCCCCCn1cc[n+](C)c1.[Br-],303.28,,SurfaceTension,0.030119998,0.030662745,0.00054274686,test,Random point,Point,E,Surface tension multi-split parity plot,True
